id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
63306,Spain,"Prickly, briny stone-fruit aromas are citrusy and largely fresh. This offers weight, grab and texture on the palate along with briny orange and grapefruit flavors. A slightly salty finish with notes of green herbs closes it out.",Vidal + Vidal Cepas Muy Viejas,87,18.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Bodegas Vidal Soblechero 2013 Vidal + Vidal Cepas Muy Viejas Verdejo (Rueda),Verdejo,Bodegas Vidal Soblechero
11786,Italy,"Blue flowers, dark berry and allspice aromas unfold in the glass. The palate offers black currant, black cherry, peppercorn and espresso alongside drying, angular tannins.",,87,18.0,Tuscany,Cortona,,Kerin O’Keefe,@kerinokeefe,Il Fitto 2013 Sangiovese (Cortona),Sangiovese,Il Fitto
33938,US,"Plum, spice and sweet herb aromas lead to rounded blue-fruit flavors surrounded by dry, astringent tannins that are unyielding.",The Expedition,86,16.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2014 The Expedition Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Canoe Ridge
7876,US,"One of the appellation's more famous wines, this opens in black licorice and blackberry, alongside a streak of malted chocolate, soft and sinewy, with a tension of acidity that adds age-worthy structure. Dense and interesting now, it'll get better over time, cellaring well through 2027.",Georges de Latour Private Reserve,94,145.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2012 Georges de Latour Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaulieu Vineyard
23145,Italy,"Intense herbal aromas of mint and rosemary lead the nose, joined by whiffs of forest floor, red berry and baking spice. The linear palate offers dried red cherry, mineral, anise and tobacco alongside firm, fine-grained tannins and fresh acidity. Drink 2015–2025.",I Porfidi,90,,Piedmont,Bramaterra,,Kerin O’Keefe,@kerinokeefe,Tenute Sella 2008 I Porfidi  (Bramaterra),Red Blend,Tenute Sella
30385,Chile,"It took this Concha y Toro specialty label a few years to find its footing with Sauvignon Blanc, but in 2010 they found it. This is a subtle but chiseled wine with structure, juicy acidity and pure apple, lime and tarragon flavors. It's consistent from nose to tail, and it's deep and layered, too.",Reserva Especial,91,22.0,Limarí Valley,,,Michael Schachner,@wineschach,Maycas del Limari 2010 Reserva Especial Sauvignon Blanc (Limarí Valley),Sauvignon Blanc,Maycas del Limari
17716,Italy,"This wine opens with an intense bouquet of white roses with accents of baking spices. The flowery sensation carries over to the palate along with ripe banana, pear and clove, plus the heat of alcohol. It concludes with a slightly sweet finish.",Movado,87,48.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Andriano 2012 Movado Gewürztraminer (Alto Adige),Gewürztraminer,Andriano
115829,US,"Orange-cranberry in color and medium in body, this wine is sourced from three vineyards. It shows bright cherry, raspberry and orange flavors, with a lift of acidity. Juicy on the finish, it refreshes and rewards in depth and complexity.",Rosé of,91,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Ousterhout 2015 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Ousterhout
36104,France,An attractively crisp wine that is already well developed. There is lemon drop sweetness in the dosage and ripe grapefruit flavors. The wine is balanced and fruity.,Vintage Premier Cru Brut,87,55.0,Champagne,Champagne,,Roger Voss,@vossroger,J. Dumangin Fils 2000 Vintage Premier Cru Brut  (Champagne),Champagne Blend,J. Dumangin Fils
31840,US,"There's a leathery quality to the nose of this bottling, with charred berries, roasted pepper-crusted beef and slightly sour gamy aromas as well. Cracked black pepper, blackberry, animal skins and beef jerky flavors show on the sip, which hides the high-alcohol content well.",Hart Family Vineyard Limited Release,90,,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Hart 2015 Hart Family Vineyard Limited Release Tempranillo (Temecula Valley),Tempranillo,Hart
26521,US,"From a site on the edges of Santa Rosa, this vineyard-designate shows a wealth of baked strawberry and is noteworthy for its vibrantly fruity aromatics. Ripe, velvety and lush on the palate, it delivers sensually and deliciously, with a lasting imprint of cola spice on the finish.",Parsons' Vineyard,93,52.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Siduri 2014 Parsons' Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Siduri
12453,Italy,Attractive notes of fall leaves and mushrooms underlie top notes of nail polish remover that blow off with air. The crisp palate has just a bit of grip supporting intense raspberry flavors. Try with lasagna.,,84,25.0,Piedmont,Dolcetto d'Alba,,,,Sandrone 2006  Dolcetto d'Alba,Dolcetto,Sandrone
13656,France,"Shy but very pure notes of ripe juicy pear and fresh ripe mirabelle plum appear on the nose. They continue seamlessly on the full-bodied palate where they find a fitting counterpoint in its phenolic texture, which has a pleasantly bitter edge. This is bone dry but unusually full-bodied for a Sylvaner, highlighting the ripeness of the 2015 vintage. The finish is long and underlines the quiet power of this wine.",Zotzenberg Grand Cru,91,40.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Boeckel 2015 Zotzenberg Grand Cru Sylvaner (Alsace),Sylvaner,Boeckel
61242,US,"Juicy in red raspberry and cherry, this soft Malbec is satisfying on many fronts, with a touch of savory sourness on the finish.",Limited Release Row 91,85,38.0,California,Contra Costa County,Central Coast,Virginie Boone,@vboone,Hannah Nicole Vineyards 2010 Limited Release Row 91 Malbec (Contra Costa County),Malbec,Hannah Nicole Vineyards
17321,Germany,"While delicate on the nose with hints of lemon, white blossom and crushed stones, this dainty spätlese builds in intensity the palate. Juicy sweet peach and apricot flavors are mouthwatering, finishing long on a puckering sweet-tart note.",Braunberger Juffer-Sonnenuhr Spatlëse,89,28.0,Mosel,,,Anna Lee C. Iijima,,Dr. H. Thanisch (Erben Müller-Burggraef) 2012 Braunberger Juffer-Sonnenuhr Spatlëse Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
77159,Portugal,"Vines planted in a former apple orchard (pomar) give a structured, firm wine with tannins as well as dense black fruits. The dense texture comes from the ripe fruit, aged for 12 months in wood. This concentrated wine will age further. Drink from 2018.",Pomar do Espírito Santo Cheleiros,90,16.0,Lisboa,,,Roger Voss,@vossroger,Manzwine 2014 Pomar do Espírito Santo Cheleiros Red (Lisboa),Portuguese Red,Manzwine
66047,US,"Soft in texture, with pie-filling flavors of cherries, raspberries and cola, this Pinot is dry and silky. Oak adds smoky notes.",Moore Vineyard,84,30.0,California,San Luis Obispo County,Central Coast,,,Stephen's 2005 Moore Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Stephen's
53990,Argentina,"Undefined black fruit aromas are average at best, while the cherry fruit is decent but citric. This wine shows too little to warrant much attention; it's brittle but persisent, with thin, cleansing acids throughout.",,82,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,St. Lucas 2006 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,St. Lucas
90031,Italy,"Attractive floral scents of crushed rose and pressed violet are joined by perfumed berry and a hint of menthol. The elegant, focused palate delivers wild cherry, raspberry, white pepper, clove and chopped herb alongside a firm network of fine-grained tannins. It's still young and tight but loaded with finesse. Drink 2019–2031.",Cannubi,93,100.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2011 Cannubi  (Barolo),Nebbiolo,Paolo Scavino
9131,Portugal,"This is a powerful wood-aged wine that is currently exhibiting dark chocolate and coffee flavors from new, smoky oak. It's the weight of the juicy fruit underneath that reveals the promise of aging. There is a mineral texture that shows the schist soil of the vineyard, all part of the dense mix. Drink from 2018.",Reserva Vinhas Velhas,90,59.0,Douro,,,Roger Voss,@vossroger,Quinta Seara d'Ordens 2010 Reserva Vinhas Velhas Red (Douro),Portuguese Red,Quinta Seara d'Ordens
85264,Germany,"Enticing scents of grapefruit zest and bees wax are fitting openers to this creamy, rich TBA full of luscious orange-marmalade flavor. Bright, brisk tangerine acidity adds freshness and levity to the palate, leading to a long, honeyed finish.",Erbacher Marcobrunn Trockenbeerenauslese,93,500.0,Rheingau,,,Anna Lee C. Iijima,,Schloss Reinhartshausen 2009 Erbacher Marcobrunn Trockenbeerenauslese Riesling (Rheingau),Riesling,Schloss Reinhartshausen
58359,France,"The new-wood smokiness is an important element of this creamy-textured wine. The richness bares flavors of honey, botrytis, almond and orange peel. Ripe and age worthy, this wine's opulence is just beginning to show.",,96,111.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Suduiraut 2009  Sauternes,Bordeaux-style White Blend,Château Suduiraut
74033,France,"This wine is tight and closed up. It does suggest plenty of fruit weight, hinting at toast and apple flavors that will come through over the next several years to give a rich wine. Drink from 2022.",Charmes Premier Cru,89,161.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Faiveley 2015 Charmes Premier Cru  (Meursault),Chardonnay,Domaine Faiveley
37012,Italy,"Earthy and rusty in color, but liquid gold in the mouth. It's round, complete and subtle. The dry red fruit is touched up by accents of root beer, smoke and brown sugar. When drinking, a vise grip of tannins clamp down. That said, maturity seems in sight.  Start drinking in 2005.",,92,,Tuscany,Brunello di Montalcino,,Michael Schachner,@wineschach,La Serena 1999  Brunello di Montalcino,Sangiovese,La Serena
84442,US,"Plump tannins and ripe black cherry mark this wine, the structure and savory components also standing out. The finish carries a suggestion of cinnamon spice.",Trenton Road,87,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Peter Paul Wines 2011 Trenton Road Pinot Noir (Russian River Valley),Pinot Noir,Peter Paul Wines
58733,US,"Deep gold in color, this vineyard designate is oaky, with gingerbread, caramel and canned pineapple flavors. It's full, unctuous and creamy on the palate.",Sangiacomo Vineyard,86,30.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Gregory Graham 2014 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Gregory Graham
10480,US,"From a blend of grapes sourced from three vineyard sites, including Keefer, one of the producer's vineyard designates, this wine displays a light red color. It has a noticeably supple texture, a soft expression of cranberry and red cherry accented by black tea.",,90,33.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cellars 33 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Cellars 33
83933,US,"It's difficult to match the pure, expressive fruit and focus of this medium- to full-bodied, concentrated and complex wine. Substantial, enticing aromas of red and black cherry with a touch of butter lead to cherry, rhubarb, forest floor and mint notes on the palate. The mouthfeel is full but lively, and the finish lingers nicely. Best after 2022.",Gloria Estate,95,62.0,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Freeman 2014 Gloria Estate Pinot Noir (Russian River Valley),Pinot Noir,Freeman
85365,Australia,"Marlargo's wide range of wines includes this big-boned, rather chewy offering from Heathcote. Mint, chocolate and cassis flavors are pretty standard fare, but well executed, with a dusting of dry tannins on the finish. Drink now–2016.",,87,20.0,Victoria,Heathcote,,Joe Czerwinski,@JoeCz,Marlargo 2006 Cabernet Sauvignon (Heathcote),Cabernet Sauvignon,Marlargo
119563,US,"Dry and tannic, this has a sharp, green texture and flavor that hems in the blackberry and cherry notes. It's a wine to drink with a burger or a meat loaf.",,85,25.0,California,Sonoma Coast,Sonoma,,,Flocchini 2011 Syrah (Sonoma Coast),Syrah,Flocchini
88005,US,"Light and forward, this pure Cabernet offers pretty strawberry fruit and soft tannins. Easy drinking, it's built for near-term consumption.",,86,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,AntoLin Cellars 2009 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,AntoLin Cellars
96015,New Zealand,"Mt. Difficulty winemaker Matt Dicey has made another fine Otago Riesling, this from a single vineyard whose name is Gaelic for ""Hill of Gold."" It smells of honey and marmalade, with strong citrus overtones and a sweet attack. Zesty acids on the long, crisp finish provide balance.",Crag an Oir,88,20.0,Central Otago,,,Joe Czerwinski,@JoeCz,Alexandra Wine Company 2001 Crag an Oir Riesling (Central Otago),Riesling,Alexandra Wine Company
33759,US,"From one of the state's most highly regarded vineyards, this boasts beguiling aromas of milk chocolate, plum, barrel spice, vanilla, herb and coffee. Lightly smoky, sensuous fruit and barrel flavors follow, showing more elegance than this often brawny appellation is known for.",Ciel du Cheval Vineyard,90,45.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Januik 2014 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Januik
